parent_asin,product_title,brand,category_l2,category_l3,price,average_rating,rating_number,review_count,value_score,weighted_rating_signal,demand_rank,value_rank,review_rank
B08B3GRL1V,"Geyecete Dog Jacket, Dog Coat Perfect for Dachshunds,Dog Winter Coat with Padded Fleece Lining and high Collar,Dog Snowsuit with Adjustable Bands Sizes-Gray-XS",Geyecete,Dogs,Apparel & Accessories,29.99,4.4,875,1,0.9940517105741956,29.811610800120125,2284.0,2689.0,54.0
B0BNXJYTZG,"ALPHA PET ZONE Organic Coconut Oil for Dogs & Cats Skin and Coat, Treatment for Itchy Skin, Dry Elbows, Paws & Nose",ALPHA PET ZONE,Dogs,Health Supplies,19.97,4.4,874,1,1.4925681071594143,29.806585099973503,2285.0,2064.0,54.0
B0C5C54QFK,"THAIN Basic Adjustable Dog Cat Collar Bling Rhinestones Shing Diamonds PU Leather with Rhinestones Buckle (XS(Length 8""-10""), Black)",THAIN,Cats,"Collars, Harnesses & Leashes",6.99,4.4,874,2,4.264175264660015,29.806585099973503,2285.0,274.0,53.0
B01MY5A2ZW,"DOGSWELL Remedy and Recovery E-Collar, Small, Colors Vary, Assorted (Packaging May Vary)",Dogswell,Dogs,Health Supplies,6.99,3.9,874,5,3.779609893675922,26.419473156794695,2285.0,385.0,50.0
B09JZVNS1W,"360 Pet Nutrition Freeze Dried Bison Liver Raw Single Ingredient Treats, Made in The USA, 4 Ounce (Bison Liver)",360 Pet Nutrition,Dogs,Treats,16.95,4.5,871,1,1.7975547143121187,30.46855240759041,2286.0,1680.0,54.0
B086R946KY,"Open Farm Dehydrated Turkey Grain-Free Dog Treats, Gently Cooked Turkey Recipe with Natural Simple Ingredients and No Artificial Flavors or Preservatives, 4.5 oz",Open Farm,Dogs,Treats,14.99,4.5,871,2,2.0325918884316483,30.46855240759041,2286.0,1440.0,53.0
B06XKLG362,"Fresh Step Odor Shield Scented Litter with The Power of Febreze, Clumping Cat Litter, 38 lb",Fresh Step,Cats,Litter & Housebreaking,,4.7,869,2,,31.81191809474856,2287.0,3660.0,53.0
B09BL67XKN,"LSAIFATER Cat Scratching Mat, Natural Sisal Mat, Cat Scratch Furniture Protector, Horizontal Cat Floor Scratching Pad Rug, Protect Carpets and Sofas (14.9x23.6 inch, Grey)",LSAIFATER,Cats,Beds & Furniture,18.99,4.3,869,2,1.5326235287040078,29.104520810089106,2287.0,2014.0,53.0
B0813VV6CM,"Kaytee Exact Hand Feeding Pet Bird Baby Food For Macaw, Eclectus, Hawk-Headed, African Parrots, Caiques, and Any Baby Under 2 Weeks Old, 5 Pound",Kaytee,Buy $25 Save $5 on Kaytee,Food,29.0,4.8,867,1,1.119921387254127,32.477720230369684,2288.0,2520.0,54.0
B00GUG199O,"Wild Harvest Chewable Perch, 1.76 Ounce, Activity Toy and Treat for Cockatiels and Parakeets",Wild Harvest,Birds,Birdcage Accessories,,4.3,867,2,,29.094624373039505,2288.0,3660.0,53.0
B07JP8HQWF,"Milk-Bone Gravy Bones Dog Treats, 4 Meat Flavors Variety Pack, 19 Ounce Box",Milk-Bone,Dogs,Treats,,4.6,866,2,,31.119179293190488,2289.0,3660.0,53.0
B0BTSK6HC4,"Hill's Science Diet Adult No Corn, Wheat or Soy Dry Dog Food, Chicken Recipe, 30 lb. Bag",Hill's Science Diet,Dogs,Food,79.99,4.7,865,3,0.39742791686765155,31.790259070243447,2290.0,3424.0,52.0
B07HLJVSB2,"DroolingDog Dog Winter Jacket Camo Waterproof Coat Dog Camouflage Costume with Harness for Small Dogs, Large, Army Green",DroolingDog,Dogs,Apparel & Accessories,14.99,4.2,865,2,1.895151208536506,28.408316615962228,2290.0,1581.0,53.0
B095P8PXDZ,"Ceramic Cat Bowls, Howise Cat Food Dish Gray, 5.3 in Shallow Pet Bowl 3 Pack Bowl Set for Kitten Cat Food Bowl and Water Bowl Small Dog Dish",Cottagecore,Cats,Feeding & Watering Supplies,17.99,4.8,864,2,1.8043969779473608,32.46110163327302,2291.0,1674.0,53.0
B09WJXMF8D,"Loving Pets Natural Value All Natural Soft Chew Beef Sticks For Dogs, 14-Ounce",Loving Pets,Dogs,Treats,17.14,4.4,864,3,1.7360565828763284,29.75600983050027,2291.0,1758.0,52.0
B094X4H6CT,"Arf Pets Designer Enclosed Cat Litter Box Furniture House with Table, Cat Washroom Hidden House Enclosure, White",Arf Pets,Cats,Litter & Housebreaking,109.99,4.5,863,1,0.2766349437186858,30.42707745961825,2292.0,3540.0,54.0
B00UFKQKLS,"Hamilton Adjustable Comfort Nylon Dog Harness, Black, 1"" x 40-50""",Hamilton,Dogs,"Collars, Harnesses & Leashes",23.91,4.5,862,1,1.2723490635665171,30.421866109875424,2293.0,2306.0,54.0
B09PYDGPGW,"Omega Paw Paw-Cleaning Litter Mat, Grey",Omega Paw,Cats,Litter & Housebreaking,,4.2,862,1,,28.393741702550397,2293.0,3660.0,54.0
B08MVHYMRC,"MSBC Pet Slow Feed Dish for Cats and Small Dogs - Fish Pool Design, Fun Interactive Bloat Stop Puzzle Feeder Bowl Healthy Eating Diet Food Grade Melamie Material Easy to Clean Dishwasher Safe,Green…",ComSaf,Cats,Feeding & Watering Supplies,11.99,4.3,857,1,2.422418484386842,29.044797627798236,2294.0,1065.0,54.0
B07DL4W21R,"Kaytee 10 Gallon Aquarium Tank Topper Add On Habitat for Pet Gerbils, Hamsters or Mice",Kaytee,Small Animals,Houses & Habitats,52.21,4.1,857,1,0.5304324230588133,27.693876807900644,2294.0,3288.0,54.0
B016QWPCAS,Odyssea Clean 100 Surface Skimmer Aquarium Filter 450L Plant Internal,Marine Color,Fish & Aquatic Pets,Aquarium Pumps & Filters,,3.9,857,1,,26.34295598800305,2294.0,3660.0,54.0
B073P7V6XY,[New Version] CocoPet Cool Dog Goggles Pet Sunglasses Eye Wear UV Protection Waterproof Sunglasses for Puppy Dogs Small Medium XS Blue,cocopet,Dogs,Apparel & Accessories,12.99,4.1,855,1,2.131201581384229,27.68430854218114,2295.0,1337.0,54.0
B01AWLSHCO,Set of 2 Etched Food Grade Stainless Steel Dog Bowls - 32oz Dry Weight - Dishwasher Safe - Rust Resistant - Non-Skid No-Tip Natural Rubber Base - Odor Free Alternative to Plastic,Mr. Peanut's,Dogs,Feeding & Watering Supplies,,4.4,854,1,,29.704846463321747,2296.0,3660.0,54.0
B08J79B27Q,"SLSON 2 Pack Pet Food Can Cover Universal Silicone Cat Dog Food Can Lids 1 Fit 3 Standard Size Can Tops with 2 Spoons,Light Blue and Grey",SLSON,Dogs,Feeding & Watering Supplies,,4.5,853,1,,30.374690372048565,2297.0,3660.0,54.0
B0BMK3ZP1R,"Temptations Kitten Treats, Chicken & Dairy, Crunchy and Soft Treat, 3 oz. (Pack of 12)",Temptations,Cats,Treats,30.96,4.8,852,2,1.0463193096886323,32.394045827960056,2298.0,2606.0,53.0
B075TG7T6R,"Vevins Dog Goggles Sunglasses for Middle & Large Dog, UV Protective Foldable Pet Sunglasses Adjustable Waterproof Eyewear(Yellow)",Vevins,Dogs,Apparel & Accessories,9.99,4.2,850,1,2.8363294234242415,28.334930940008174,2299.0,765.0,54.0
B09QBR5222,"Tail Stories Outdoor All Weather Dog Bed, Waterproof Dog Bed for Extra Large Dogs, Orthopedic Egg Foam Pet Bed with Washable and Removable Oxford Cooling Cover",Tail Stories,Dogs,Beds & Furniture,56.99,4.1,849,1,0.48526880212117707,27.655469032885883,2300.0,3339.0,54.0
B0BRKN25HL,"Cat Surgical Recovery Suit Professional for Male Female Dog Abdominal Wounds Cone E-Collar Alternative, Anti-Licking Or Skin Diseases Pet Surgical Recovery Pajama Suit, Soft Fabric Onesies for Cats",LIANZIMAU,Cats,Health Supplies,13.89,4.0,849,1,1.9424726708378293,26.98094539793745,2300.0,1527.0,54.0
B0944QVJDN,"Dingo Twist Sticks Jumbo Rawhide Chews, 9-Count, 12-Packs",Dingo,Dogs,Treats,135.14,4.7,847,2,0.23450894619077955,31.691538988221946,2301.0,3564.0,53.0
B0C3VLFLF2,"Elegant little tail Christmas Dog Collar, Female or Male Dog Collar Flower, Pet Collar Adjustable Dog Collars with Flower for Small Medium Large Dogs",Elegant little tail,Dogs,"Collars, Harnesses & Leashes",15.99,4.7,847,1,1.9819599117086895,31.691538988221946,2301.0,1493.0,54.0
B0BVVKBSSH,"KATUMO Bird Parrot Toy, Large Parrot Toy Natural Wooden Blocks Bird Chewing Toy Parrot Cage Bite Toy Suits for African Grey Cockatoos Amazon Parrots Ect Large Medium Parrot Birds",KATUMO,Birds,Toys,19.98,4.4,847,1,1.4849186585327514,29.668674797484375,2301.0,2073.0,54.0
B00UXLUACO,"Hamilton 1"" x 22"" Burgundy Rolled Leather Dog Collar",Hamilton,Dogs,"Collars, Harnesses & Leashes",,4.1,846,2,,27.64097284807342,2302.0,3660.0,53.0
B08NTZMZJW,"Downtown Pet Supply - Martingale Collar for Dogs - Dog Training Collar - Big, Wide & Thick Dog Collar - Escape-Proof, Weatherproof, Durable and Comfortable - Space - Extra Large Dog Collar",Downtown Pet Supply,Dogs,"Collars, Harnesses & Leashes",16.99,4.6,845,1,1.824978755396623,31.006389054188624,2303.0,1656.0,54.0
B098B4GTHQ,"Lesure TSA Airline Approved Cat Carrier - Expandable Pet Carrier, Travel Pet Carriers for Small Dogs, Soft-Sided Puppy Carriers with Sherpa Pad, 18x11x11 inch",LE SURE,Cats,Carriers & Strollers,46.99,4.4,845,1,0.6311616340129258,29.658285182267385,2303.0,3179.0,54.0
B0786M1L36,"Top Dog Chews – 9” – 11” Beef Cheek Rolls, 5 Pack, Long Lasting Dog Bones for Aggressive Chewers, Rawhide Free Dog Treats",Top Dog Chews,Dogs,Treats,29.95,4.3,839,1,0.9667321580935107,28.953628134900644,2304.0,2742.0,54.0
B0BT3D5PV9,PetSafe NEVER RUST Electronic Pet Door - Automatic Dog and Cat Door - For Small Pets - Pets Weighing 4 - 15 lb,PetSafe,Cats,"Cat Doors, Steps, Nets & Pens",89.85,4.0,838,2,0.2997088795310943,26.928842825868823,2305.0,3517.0,53.0
B0030NJXRK,"Sleepypod Air In-Cabin Pet Carrier, Dark Chocolate",Sleepypod,Cats,Carriers & Strollers,199.95,4.5,837,1,0.15148577870552324,30.289581452169372,2306.0,3622.0,54.0
B09NXGW2QW,"Langsprit Washable Female Dog Diapers (3 Pack) - Reusable Dog Diapers for Female Dogs - Highly Absorbent Dog Dresses for Dogs in Period,Heat or Excitable Urination(Large)",Langsprit,Dogs,Litter & Housebreaking,23.98,4.5,836,1,1.2628944252378083,30.28420831720264,2307.0,2320.0,54.0
B00C4PAWR0,Pet Naturals Hip & Joint for Cats (45 count),Pet Naturals,Cats,Health Supplies,,4.1,836,4,,27.592278689006847,2307.0,3660.0,51.0
B010GGOKV2,"Soft Claws for Cats - CLS (Cleat Lock System), Size Small, Color Red",Soft Claws,Cats,Grooming,12.56,4.3,834,1,2.3031812433804677,28.927956416858674,2308.0,1177.0,54.0
B01KF6HI0I,"Pet 'n Shape Knuckle Steak Bone - Made & Sourced in The USA - All Natural Dog Chewz, 3 Pack",Pet 'n Shape,Dogs,Treats,,4.3,831,1,,28.912479495531198,2309.0,3660.0,54.0
B096WSWWPY,"CONAIRPROPET 5"" Dog Scissors for Grooming with Rounded Tip For Added Protection, Ideal for all Size Breeds",CONAIRPRO dog & cat,Dogs,Grooming,13.99,4.7,830,1,2.258496071180887,31.59636003582061,2310.0,1210.0,54.0
B01M5DBGLS,Ware Manufacturing Home Sweet Home Pet Cage for Small Animals - 40 Inches - Colors May Vary,Ware Manufacturing,Small Animals,Houses & Habitats,94.99,4.5,829,1,0.3184168402311601,30.246415653557897,2311.0,3502.0,54.0
B07SQBNDBT,"Houseables Dog Agility Training Tunnel, 18 Ft Long, 24"" Open, Red, 1 Pk, Polyester, Play Tunnels for Training Small & Medium Dogs, Park Playground Toy, Large Obstacle Course for Pets, Carrying Case",Houseables,Dogs,Training & Behavior Aids,66.32,4.4,829,2,0.44593294757959645,29.574273083478833,2311.0,3382.0,53.0
B07YXXT63M,Happy & Polly Dog Leash Retractable Heavy Duty 16.4 ft Strong Nylon Tape Dog Walking Leash with Flashlight Detachable/Protective Bungee Leash/One-Handed Brake Pause Lock,Happy & Polly,Dogs,"Collars, Harnesses & Leashes",,4.3,826,1,,28.88656018860187,2312.0,3660.0,54.0
B07PJ69329,FREESEA Aquarium Submersible Fountain Pump: 60W 925GPH Ultra Quiet Water Pump for Pond | Fish Tank | Pool | Garden Waterfall | Sump | Hydroponic,FREESEA,Fish & Aquatic Pets,Aquarium Pumps & Filters,,3.9,826,1,,26.199438310592395,2312.0,3660.0,54.0
B0B31NCP74,10/20/30 FT Training Dog Leash - Comfortable Padded Handle - Pet Dog Leash for Small Medium and Large Dogs with Collapsible Pet Bowl and Dog Garbage Bags,ZOVJCY,Dogs,"Collars, Harnesses & Leashes",13.99,4.5,825,2,2.160448640517827,30.2246764808444,2313.0,1305.0,53.0
B079BZBQMC,Premium Liquid Glucosamine Hip and Joint Supplement for Dogs - Fast Natural Arthritis Pain Relief and Better Mobility - Extra Strength with Chondroitin MSM and Hyaluronic Acid. Made in USA 16oz.,Finest For Pets,Dogs,Health Supplies,21.95,4.3,825,3,1.315779386156729,28.881357526140203,2313.0,2245.0,52.0
B09S5H75P3,PAWISE Dog Agility Training Equipment Dog Obstacle Course Kit for Training Dog Jumping Hurdle Pet Agility Tunnel,PAWISE,Dogs,Training & Behavior Aids,89.99,4.3,825,1,0.3209396324718325,28.881357526140203,2313.0,3500.0,54.0
B07SXB7QCY,"Shorven Nylon Strong Dog Rope Lead Reflective Training Dog Leash with Soft Handle 5-20 FT Long Aqua Blue (Dia:0.5"" 8FT)",Shorven,Dogs,Training & Behavior Aids,11.99,4.7,824,1,2.632385480881818,31.562301915773002,2314.0,905.0,54.0
B089KQZDSM,"VIMIGOO Latex Grunting Pig Sound Play Dog Toy ,Spueaky Dog Toy, Pig Dog Toy 8"" (Orange)",VIMIGOO,Dogs,Toys,14.79,4.3,823,1,1.952057692941902,28.870933278610728,2315.0,1519.0,54.0
B09P2NKNNQ,"Pet Gear I-GO2 Roller Backpack, Travel Carrier, Car Seat for Cats/Dogs, Mesh Ventilation, Included Tether, Telescoping Handle, Storage Pouch",Pet Gear,Dogs,Carriers & Travel Products,59.98,4.3,823,1,0.48134266886646765,28.870933278610728,2315.0,3342.0,54.0
B07V5X6KQZ,"ZEUS TPR Muzzle, Black, Medium",ZEUS,Dogs,"Collars, Harnesses & Leashes",,3.9,821,2,,26.1757875407191,2316.0,3660.0,53.0
B005663K96,"Marina C10 Compact Heater, 10-Watt",Marina,Fish & Aquatic Pets,Aquarium Heaters & Chillers,,4.0,818,2,,26.83233633541228,2317.0,3660.0,53.0
B07GFT1GYH,"Health Extension Lifetime Multivitamin and Minerals for Dogs & Puppies, Supplements for Immune System, Digestion, Joint Support, Coat & Skin, Contains Vitamin A, D, E, K, B12, 180 Tablets",Health Extension,Dogs,Health Supplies,38.0,4.8,817,1,0.8471826109392943,32.19293921569318,2318.0,2885.0,54.0
B0BN2FCK2J,"Pet Detangling Spray Professional Grooming, Hydrates & Softens Coat, Hair Tangle & Matted Remover, Deodorizer , Warm Vanilla Amber Scent, Hypoallergenic, Sensitive Skin Safe, Made in The USA, 7.1 oz",Kibble Pet,Dogs,Grooming,29.99,4.5,817,2,1.0063648054255538,30.18088051471236,2318.0,2677.0,53.0
B07WGYRBZ4,"PetSport Tennis Ball Dog Toys | 6 Pack Medium (2.5"") Pet Safe Non-Toxic Industrial Strength Felt & Rubber Tuff Balls | Play Fetch, Launch, Chuck or Toss at Dog Park",PetSport,Dogs,Toys,14.37,4.2,817,3,1.9602520399256465,28.168821813731537,2318.0,1512.0,52.0
B00NW8QEDY,"DOGLOVEIT Lion Mane for Cat Appreal, Pet Costume Lion Wig for Dog Cat Halloween Pet Dress up with Ears",Dogloveit,Cats,Apparel,7.97,4.3,813,1,3.6158631836651094,28.81842957381092,2319.0,423.0,54.0
B07SMMCPB2,"Nylabone Nutri Dent Limited Ingredient Dental Dog Chews, Medium (Up To 30 lbs), Green",Nylabone,Dogs,Treats,14.95,4.2,812,2,1.8824796428161075,28.143070660100804,2320.0,1600.0,53.0
B07X1TVYCP,3 Step Black Velvet Suede Pet Stairs By Majestic Pet Products,Majestic Pet,Cats,Beds & Furniture,69.13,4.1,810,3,0.39726455984193826,27.46289902187319,2321.0,3425.0,52.0
B0002DJLEQ,"Penn-Plax Cascade 400 Fully Submersible Internal Filter – Provides Physical, Biological, and Chemical Filtration for Aquariums and Turtle Tanks",Penn-Plax,Fish & Aquatic Pets,Aquarium Pumps & Filters,21.99,4.1,809,1,1.2486512239851106,27.45784041543258,2322.0,2335.0,54.0
B07W144ZY4,"Member's Mark Pet Training Pads, 23"" x 24"" (120 ct.)",Member's Mark,Dogs,Litter & Housebreaking,,4.6,807,2,,30.794985469197034,2323.0,3660.0,53.0
B08R7VD44R,"Activedogs Service Dog Vest Harness + Free Clip-on Bridge Handle + Free Clip-on ID Carrier + Free ADA Cards + Free Reflective Service Dog Patches (M (Girth 22”-30”), Red)",ActiveDogs.com,Dogs,"Collars, Harnesses & Leashes",39.5,4.4,806,1,0.74558542127564,29.450624140387777,2324.0,3034.0,54.0
B09NLB7SK3,"Amazing Dog Treats - Stuffed Shin Bone for Dogs (Acai Blend, 2-3 Inch - 4 Count) - All Natural Dog Bones",Amazing Dog Treats,Dogs,Treats,13.99,4.0,805,2,1.9133906340261981,26.768334970026512,2325.0,1561.0,53.0
B0BJKRM7J8,"Green Gruff Dog Skin and Coat Supplement - Organic Dog Allergy Chews - Dry Skin, Shedding, Dog Itch Relief - Dog Omega 3 Supplement - Made in USA, Protein - Rich - Anti Itch for Dogs - 90 Chews",Green Gruff,Dogs,Health Supplies,19.66,4.0,805,1,1.361563325026781,26.768334970026512,2325.0,2202.0,54.0
B082QHJ4R6,"ZEUS Better Bones Dog Treats, Rawhide Free Healthy Chicken Jerky Dog Treats, Salmon and Chicken Mini Bones, 12 Count",ZEUS,Dogs,Treats,,4.4,804,3,,29.439706020641683,2326.0,3660.0,52.0
B07S8XZYKV,"American Kennel Club AKC Extra Large Cooling Mat Pet Bed, Stripe, Gray",American Kennel Club,Cats,Beds & Furniture,,4.0,804,1,,26.763369109674255,2326.0,3660.0,54.0
B07CN44L55,"ZuPreem Smart Selects Bird Food for Medium Birds, 2.5 lb (Pack of 2) - Everyday Feeding, Cockatiels, Quakers, Lovebirds, Small Conures",ZuPreem,Birds,Food,31.82,4.7,803,14,0.9880929153092755,31.441116565141144,2327.0,2702.0,41.0
B096XCB68H,Dog Sweater Pet Knitted Clothes - Classic Plaid Pull Over Turtleneck Dog Sweaters with Leash Hole Warm Dogs Winter Clothing for Small Medium Dogs Cats Puppy,KOOLTAIL,Dogs,Apparel & Accessories,6.99,4.4,803,1,4.210906549983899,29.434236784387455,2327.0,282.0,54.0
B0C64PGWZF,URPOWER Raised Slow Feeder Dog Bowls 4 Height Adjustable Elevated Dog Bowls with Stainless Steel Dog Water Bowl and Dog Slow Feeder Non-Slip Dog Food Bowls Stand for Small Medium Large Dogs and Pets,URPOWER,Dogs,Feeding & Watering Supplies,34.99,4.5,801,1,0.8600168258187858,30.091988735399315,2328.0,2870.0,54.0
B09JDT44BL,"Great Poop Probiotics for Dogs (2 Pack) - A Fiber for Dogs Supplement w/Dog Probiotics and Digestive Enzymes for Healthy Gut, Firm Stool, Diarrhea Relief - 240 Chicken Flavored Soft Chews Prebiotics",Great Pets,Dogs,Health Supplies,44.99,4.1,801,1,0.6094053187875685,27.41714529225271,2328.0,3199.0,54.0
B07CLL9BHT,Lafeber's Gourmet Garden Veggie Nutri-Berries for Parrots 10 oz Bag,LAFEBER'S,Birds,Food,,4.6,800,1,,30.754960356514452,2329.0,3660.0,54.0
B09WDKPZ3C,Funkeen Elevated Dog Bowls Raised Pet Feeder Cat Food & Water Diner Stand Set (2 Quarts | for Large Dogs),FUNKEEN PET HOUSE,Dogs,Feeding & Watering Supplies,39.99,4.4,798,1,0.7353535424198953,29.406788161371612,2330.0,3049.0,54.0
B0893HVND3,"TropiClean Fresh Breath NO BRUSH Peanut Butter Flavor Clean Teeth Oral Care Gel for Dogs, 2oz - Dental Care Toothpaste Gel Helps Remove Plaque & Tartar + Breath Freshener",TropiClean,Dogs,Health Supplies,10.99,4.2,798,1,2.5541506799106783,28.070115972218353,2330.0,968.0,54.0
B00TGJBZO6,"Blue Buffalo Wilderness Trail Treats Grain-Free Wild Bits Dog Treats - 3 Flavors (Salmon, Chicken, & Duck) - 4 Ounces Each (3 Total Pouches)",Blue Microphones,Dogs,Treats,25.99,4.6,797,1,1.182674088044214,30.73769954826912,2331.0,2422.0,54.0
B07SLHT3B6,"Lucy Pet Products Duck, Pumpkin, and Quinoa, 4.5 lb, Model:850657006494",Lucy Pet Products,Dogs,Food,23.75,4.5,797,2,1.2660837342536482,30.069488688524142,2331.0,2316.0,53.0
B09PJBRKXY,"Bone Dry Squeaky Plush Pet Toy Collection, Plush, Squirrel & Raccoon, 2, Piece",Bone Dry,Dogs,Toys,17.99,4.4,797,6,1.6343122750850008,29.40127782877916,2331.0,1867.0,49.0
B01N7VZI5V,"Pet Wellbeing Lung Gold for Cats - Vet-Formulated - Lung & Respiratory Immune Support, Open Airways, Easy Breathing - Natural Herbal Supplement 2 oz (59 ml)",Pet Wellbeing,Cats,Health Supplies,47.95,4.0,797,2,0.5574230321126014,26.728434389799236,2331.0,3254.0,53.0
B0C596LCWL,"Nocciola 3 Pack Big Size Plush Dog Squeaky Toys for Small -Large Dog, Including Bombs Rope Toys, Pears Squeaky Toys and Cacti Interactive Toys",Nocciola,Dogs,Toys,9.99,4.3,796,1,2.8756431550348274,28.727675118797926,2332.0,743.0,54.0
B083P5KQDB,"Henry’s Wild Bites – Nutritionally Complete Food for Squirrels, Flying Squirrels, and Chipmunks, 18 Ounces",Henry's Healthy Pets,Small Animals,Food,17.99,4.5,793,1,1.6701987535081777,30.046875575612113,2333.0,1829.0,54.0
B07BJ7YJY4,Medium Curve Aluminum Dog Tag Clip - Red,Rubit,Dogs,"Collars, Harnesses & Leashes",,4.5,793,2,,30.046875575612113,2333.0,3660.0,53.0
B078MDP8ZY,"Zack & Zoey Cotton Polo Shirt for Dogs, 20"" Large, Ultra Violet",Zack & Zoey,Dogs,Apparel & Accessories,18.99,4.0,793,1,1.4064420139541098,26.708333844988545,2333.0,2151.0,54.0
B0BZ8QQCVR,"Natural Balance Platefulls Wet Adult Cat Food in Gravy 3 Ounce Pouches (Pack of 24), Protein Options Include Chicken, Salmon, Tuna, Beef, Duck, Cod, Sole or Shrimp",Natural Balance,Cats,Food,35.52,4.5,792,2,0.8457546311192796,30.041204497356816,2334.0,2887.0,53.0
B099Z9GWVH,"HomeDoReMi Cat Toy 5 Packs , King Size Cat Chew Toy, Kitten Teething Toys, Cat Chew Toys for Aggressive Chewers, Silvervine Chew Sticks for Cats, Catnip Sticks,Calm Cat Anxiety and Stress",HomeDoReMi,Cats,Toys,11.88,4.4,789,1,2.4711233131337287,29.3569449600287,2335.0,1035.0,54.0
B01HQRI6NC,"Country Brook Petz - Urban Camo Martingale Dog Collar - Military and Camo Collection with 16 Rugged Designs (1 Inch, Large)",Country Brook Design,Dogs,"Collars, Harnesses & Leashes",12.97,4.6,788,1,2.3658847398528153,30.685525075891018,2336.0,1126.0,54.0
B07Y8RRQBD,"Mobile Dog Gear, Week Away Dog Travel Bag for Small Dogs, Includes Lined Food Carriers and 2 Collapsible Dog Bowl, Black, Meets Airline Requirements",Mobile Dog Gear,Dogs,Feeding & Watering Supplies,49.99,4.8,786,1,0.6402779674415591,32.00749559240354,2337.0,3169.0,54.0
B083JYX42W,2 Pack Glow in The Dark Cat Collar with Bell Breakaway Safety Cat Puppy Collars with Pendant Black and Pink,Barleygoo,Cats,"Collars, Harnesses & Leashes",9.99,4.4,786,1,2.936957386690348,29.340204293036575,2337.0,701.0,54.0
B09238QM3K,"NutriChomps Dog Chews, 5-inch Twists, Easy to Digest, Rawhide-Free Dog Treats, 15 Count, Real Chicken, Peanut Butter and Milk Flavors, Bundle of 2, Brown, red, Cream (NT051V-2)",Nutri Chomps,Dogs,Treats,13.2,4.7,784,1,2.3733873843619184,31.32871347357732,2338.0,1118.0,54.0
B097SYN7J8,"Plutus Pet No Pull Dog Harness with Breathable Mesh Padded, Adjustable Reflective Escape Proof Dog Harness, Quick Fit Dog Vest Harness for Small Medium Large Dogs(M, Navy Blue)",PLUTUS PET,Dogs,"Collars, Harnesses & Leashes",16.99,4.0,784,2,1.5693192978887367,26.662734871129633,2338.0,1960.0,53.0
B0BLW39DSF,"8 Pack Cat Water Fountain Filters with 8 Sponges, Pet Replacement Filters for Stainless Steel 108oz/3L, 67oz/2L Pet Fountain",Anovo,Cats,Feeding & Watering Supplies,13.99,4.7,783,1,2.238936554370759,31.322722395646917,2339.0,1229.0,54.0
B08M33CMNN,"Blueberry Pet 4 Colors 3M Reflective Multi-Colored Stripe Martingale Safety Training Dog Collar, Olive and Blue-Gray, Large, Heavy Duty Adjustable Collars for Dogs",Blueberry Pet,Dogs,"Collars, Harnesses & Leashes",18.99,4.6,783,1,1.6143381513223736,30.65628149361187,2339.0,1898.0,54.0
B00VHZ9SMI,"PetAg Fresh 'n Clean Skin & Coat Essentials Purifying Medicated Shampoo, 12 oz",PetAg,Dogs,Grooming,,4.4,782,1,,29.317783862359533,2340.0,3660.0,54.0
B01BN7WNSK,"Outward Hound Kyjen 41004 Paw Hide Treat Toy Dog Toys Scent Puzzle Training Toy, Large, Blue",Outward Hound,Dogs,Toys,,4.1,782,1,,27.31884405356229,2340.0,3660.0,54.0
B07PJWFZN3,"Blueberry Pet Pack of 2 Soft & Comfy Terry Cotton Pink Wonderland Sleep & Play Dog Pajamas & Tank Top T Shirt, Back Length 14"", Clothes for Dogs",Blueberry Pet,Dogs,Apparel & Accessories,29.99,4.5,781,1,0.999611414886759,29.9783463324539,2341.0,2682.0,54.0
B08FNLJ5PL,"PoochieBells The Original Doggie Doorbell, Puppy Potty Training Bells, Sahara",PoochieBells,Dogs,"Doors, Gates & Ramps",14.62,4.6,780,1,2.0956665998127604,30.638645689262553,2342.0,1368.0,54.0
B09T3KLY2M,YHAY&FDC Timothy Hay Sticks Rabbit Chew Toys for Bunny Guinea Pig Treats Natural Petals Hay Sticks Keep Healthy Gums Rabbit Treats for Bunny Guinea Pig Hamster Squirrel Chipmunk Chew Treats(300g),YHAY&FDC,Small Animals,Toys,11.99,4.3,780,1,2.3886966759224895,28.64047314431065,2342.0,1102.0,54.0
B074NVVHD3,"Native Pup Cute Animal Dog Collar (Elephant, Large)",Native Pup,Dogs,"Collars, Harnesses & Leashes",12.99,4.7,779,1,2.4094442973451193,31.2986814225131,2343.0,1078.0,54.0
B0BZS2VQLX,"Sfozstra Open Litter Box,Prevent Sand Leakage, Durable High Side Sifting Litter Box for Small Cats,Secure and Odor Litter Box, Removable Litter Box, Easy to Clean (Pink M)",Sfozstra,Cats,Litter & Housebreaking,32.99,4.2,779,1,0.8478034089927637,27.969034462671278,2343.0,2881.0,54.0
B0B1QBFPP8,PuppyDoggy 1 Pack Poop Bag Holder for Dogs and Cats Waste Bag Dispenser Poop Bag Pouch Dispenser with 1 Roll of Free Poop Bags for Dog Leash Accessory Bicycle (Pink),PuppyDoggy,Dogs,Litter & Housebreaking,7.99,4.6,778,7,3.833147786108315,30.62685081100544,2344.0,374.0,48.0
